fighter,victoria_%,binning,Height,Weight,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg,Stance_Orthodox,Stance_Southpaw
Godofredo Pepey,50,0,170,145,2.32,38,3.23,47,0.37,7,35,1.5,1,0
Juliana Lima,50,0,165,115,1.94,44,2.11,55,1.72,31,70,0.0,1,0
Timothy Johnson,50,0,190,265,3.43,45,3.08,44,1.09,24,69,0.0,0,1
Joe Soto,43,0,167,135,3.36,41,5.37,67,0.85,21,70,1.9,1,0
Maia Stevenson,0,0,162,115,1.57,54,3.13,33,3.91,100,50,0.0,1,0
Damien Brown,40,0,177,155,3.66,38,4.86,50,0.68,27,53,0.7,1,0
Rob Wilkinson,0,0,190,185,2.74,50,5.66,39,4.47,25,0,0.0,1,0
Cyril Asker,50,0,182,247,3.35,39,5.82,35,4.41,62,100,0.9,1,0
Jeremy Kennedy,100,1,180,145,2.22,46,2.58,47,5.73,52,66,0.0,1,0
Joshua Burkman,33,0,177,170,2.69,43,3.13,51,2.53,36,72,0.3,1,0
Brian Camozzi,0,0,187,170,3.15,26,6.39,54,0.0,0,0,0.7,1,0
Russell Doane,43,0,170,135,1.75,40,1.68,53,2.11,45,52,0.8,1,0
Albert Morales,20,0,175,135,3.81,35,3.96,56,0.91,35,70,0.2,1,0
Mike Pyle,56,1,182,170,2.74,45,2.84,60,1.8,35,70,1.5,1,0
Tom Duquesnoy,50,0,170,135,3.83,45,5.3,62,0.42,25,46,0.0,1,0
Mark Godbeer,67,1,193,240,3.97,53,3.3,54,0.0,0,28,0.0,1,0
Oliver Enkamp,0,0,182,170,2.38,36,3.55,37,0.87,16,0,0.0,0,0
Dmitry Sosnovskiy,0,0,190,240,2.95,70,2.53,35,3.16,66,100,3.2,1,0
Bec Rawlings,33,0,167,125,4.48,42,5.66,57,0.71,40,68,0.4,1,0
Patrick Williams,33,0,172,135,4.12,51,4.12,52,2.71,41,100,0.5,1,0
Luan Chagas,33,0,182,170,4.16,47,3.19,62,0.32,12,85,0.3,1,0
James Bochnovic,0,0,193,205,0.65,26,3.64,21,0.0,0,0,0.0,1,0
Lyoto Machida,65,1,185,185,2.59,53,1.57,61,1.21,65,75,0.4,0,1
Alberto Mina,100,1,182,170,3.23,38,3.7,47,1.85,20,50,0.0,1,0
Vitor Belfort,60,1,182,185,1.59,46,2.83,50,1.02,60,53,0.6,0,1
Felipe Silva,50,0,182,155,5.4,50,1.8,59,1.0,100,71,0.0,1,0
Diego Rivas,67,1,172,145,1.37,40,2.14,52,1.79,60,64,0.9,1,0
Henry Briones,25,0,172,135,3.47,42,4.68,53,0.0,0,52,0.6,1,0
Daniel Kelly,67,1,182,185,3.62,38,4.64,61,1.86,34,78,0.3,0,1
Mads Burnell,50,0,172,145,1.28,41,2.71,51,3.45,47,22,0.4,1,0
Brad Scott,43,0,185,170,3.52,41,4.31,57,0.32,15,63,0.7,1,0
Gleison Tibau,59,1,177,155,1.95,31,2.51,63,4.08,53,92,0.8,0,1
Johnny Eduardo,50,0,170,135,2.89,38,3.34,63,0.0,0,62,0.5,1,0
Mike Jackson,0,0,187,170,4.25,58,1.33,75,0.95,100,88,0.0,1,0
CM Punk,0,0,185,170,1.1,23,4.87,40,0.87,11,0,0.0,1,0
Mike Santiago,0,0,177,145,3.44,49,3.58,36,2.66,50,53,1.1,1,0
Rashad Evans,64,1,182,205,2.14,37,2.42,63,2.98,44,73,0.0,1,0
Shinsho Anzai,67,1,170,170,3.23,58,3.75,45,1.83,16,75,0.0,1,0
Felipe Arantes,45,0,172,135,2.37,45,2.66,64,0.93,47,41,0.7,1,0
Rolando Dy,33,0,172,145,3.04,37,4.47,52,0.3,20,68,0.0,1,0
Daichi Abe,50,0,180,170,3.8,33,4.49,56,0.33,50,0,0.0,1,0
Melinda Fabian,0,0,167,125,4.03,41,4.0,62,0.0,0,100,0.0,1,0
Naoki Inoue,100,1,175,125,3.67,35,3.37,60,0.0,0,60,2.5,1,0
Jenel Lausa,33,0,165,125,1.44,42,3.53,53,0.55,66,51,0.8,1,0
Viviane Pereira,67,1,154,115,2.7,30,4.48,58,0.25,100,28,0.2,1,0
Jay Cucciniello,0,0,170,155,0.93,21,4.73,36,0.0,0,71,0.0,1,0
Richie Smullen,0,0,175,155,1.98,77,2.26,65,8.49,66,0,0.0,1,0
Allan Zuniga,0,0,170,155,3.93,52,1.8,61,0.0,0,57,1.0,1,0
Barb Honchak,0,0,162,125,4.04,30,4.67,66,0.0,0,0,1.3,1,0
Joe Giannetti,0,0,182,155,1.93,38,2.8,40,1.0,16,0,0.0,0,1
Tyler Diamond,0,0,170,145,3.4,47,2.53,44,3.0,75,70,0.0,1,0
Matt Bessette,0,0,177,145,4.36,41,4.45,58,0.64,28,61,0.3,1,0
Gokhan Saki,100,1,182,205,7.09,58,4.57,53,0.0,0,100,0.0,1,0
Jamie Moyle,50,0,154,115,4.51,51,4.0,65,1.0,21,50,0.0,1,0
Sage Northcutt,71,1,182,170,3.58,52,1.96,58,1.81,34,41,0.6,1,0
Justin Scoggins,50,0,170,125,3.56,51,2.16,55,3.42,63,82,0.5,0,1
Vitor Miranda,50,0,185,185,2.98,45,2.95,58,0.95,55,50,0.2,1,0
Jeremy Kimball,33,0,182,205,2.81,46,3.84,49,1.41,20,50,0.0,0,0
Damian Stasiak,40,0,165,135,1.86,36,3.1,52,2.64,35,43,0.6,1,0
Abu Azaitar,0,0,175,185,3.2,37,1.27,57,1.0,100,25,0.0,1,0
Alvaro Herrera Mendoza,33,0,182,155,1.89,38,3.4,55,0.0,0,33,1.1,1,0
Eddie Alvarez,57,1,175,155,4.32,41,4.39,55,2.92,36,92,0.5,1,0
Jordan Mein,50,0,182,170,3.35,44,2.55,69,1.56,58,66,0.2,1,0
Danielle Taylor,50,0,152,115,2.75,29,3.31,71,0.2,20,70,0.2,1,0
Jose Torres,100,1,162,125,4.37,36,9.84,50,1.28,33,75,0.0,1,0
Demetrious Johnson,88,1,160,125,3.43,54,1.66,67,3.35,56,65,0.5,1,0
George Sullivan,50,0,182,170,3.53,39,2.42,57,1.37,20,38,0.7,1,0
Kalindra Faria,0,0,170,125,2.23,56,1.44,45,1.31,66,20,0.7,0,0
Iuri Alcantara,59,1,175,135,2.72,45,2.79,49,1.44,62,60,0.8,0,1
Jon Tuck,50,0,180,155,3.0,40,3.74,60,0.42,33,50,1.0,1,0
Tim Williams,0,0,187,185,3.07,38,3.55,48,1.81,40,100,0.0,1,0
Jake Ellenberger,50,0,175,170,2.47,39,2.83,60,2.04,47,86,0.4,1,0
John Moraga,62,1,167,125,2.57,43,2.55,56,0.62,23,44,1.1,1,0
Robert Sanchez,50,0,167,125,0.96,40,1.78,46,3.61,62,50,0.7,1,0
Craig White,0,0,187,170,1.23,40,3.28,39,0.0,0,50,0.8,1,0
Jarred Brooks,33,0,160,125,2.12,46,1.66,62,4.54,57,69,0.6,0,0
Adam Yandiev,0,0,175,185,0.18,8,6.14,36,0.0,0,25,0.0,1,0
CB Dollaway,58,1,187,185,2.65,47,2.58,54,3.55,54,62,1.2,1,0
Kajan Johnson,67,1,180,155,2.47,42,1.59,64,1.54,37,62,0.2,1,0
Jordan Johnson,100,1,187,205,3.45,47,2.64,53,3.25,42,100,1.2,1,0
Stefan Sekulic,0,0,182,170,1.47,37,2.4,57,1.0,20,33,0.0,0,1
Terrion Ware,0,0,172,135,4.02,32,6.07,50,0.5,22,44,0.0,1,0
Khalid Murtazaliev,0,0,182,185,4.8,69,0.4,78,7.5,100,33,0.0,1,0
Luis Henrique,40,0,187,243,1.81,43,2.22,47,3.09,36,50,1.0,1,0
Thales Leites,60,1,185,185,2.13,40,2.99,52,2.1,27,30,1.1,1,0
Alex Chambers,25,0,160,115,2.97,54,5.1,50,2.31,41,53,1.0,0,1
Hector Lombard,27,0,175,185,3.02,46,3.35,53,1.69,48,77,0.5,0,1
Ryan LaFlare,78,1,185,170,2.89,40,1.86,63,2.13,44,58,0.2,0,1
Gray Maynard,58,1,175,155,1.92,32,2.64,66,2.91,47,81,0.7,1,0
Artem Lobov,33,0,175,145,3.52,41,4.82,50,0.39,25,52,0.0,0,1
Alex Garcia,56,1,175,170,1.81,31,3.03,59,3.72,52,66,0.1,1,0
Thibault Gouti,20,0,177,155,3.68,34,5.64,50,1.23,80,83,0.3,1,0
Adam Wieczorek,100,1,195,250,1.68,38,1.87,48,0.41,33,58,0.4,1,0
Jason Knight,50,0,177,145,2.95,33,3.02,51,1.31,31,47,1.7,1,0
Amanda Cooper,40,0,160,115,3.55,44,3.2,51,1.53,38,28,1.8,0,0
Joseph Morales,50,0,167,125,1.58,37,1.72,60,0.53,50,23,2.6,0,0
John Gunther,100,1,175,155,1.65,37,3.72,46,7.08,42,0,0.0,1,0
Joby Sanchez,25,0,167,135,3.22,36,2.82,63,0.95,71,51,0.4,1,0
Devin Powell,33,0,182,155,2.88,41,3.67,51,0.0,0,0,0.6,1,0
Yuta Sasaki,50,0,177,125,2.16,41,2.5,50,3.03,43,41,1.2,0,1
Hu Yaozong,0,0,190,205,4.43,52,5.23,38,0.0,0,0,0.7,1,0
Rashad Coulter,0,0,180,205,4.82,56,6.68,50,0.0,0,62,0.0,1,0
Michel Batista,0,0,190,260,0.0,0,4.03,40,6.72,50,0,0.0,1,0
Justin Frazier,0,0,182,265,1.11,66,6.11,4,0.0,0,0,0.0,0,1
Darrell Horcher,33,0,177,155,2.05,44,4.21,39,0.35,50,47,0.7,0,1
Leah Letson,0,0,170,145,4.87,40,3.8,63,0.0,0,100,0.0,1,0
Ricky Rainey,0,0,185,170,2.55,48,2.62,46,0.95,18,55,0.0,0,0
Bryan Caraway,67,1,172,135,2.53,34,3.61,54,2.57,25,80,0.8,1,0
Rick Glenn,60,1,182,145,4.31,42,4.29,53,0.67,13,66,0.3,0,1
Tyson Pedro,60,1,190,205,2.7,62,2.55,48,0.74,25,52,1.5,1,0
Mizuto Hirota,17,0,170,155,3.36,40,3.5,54,1.36,50,58,0.1,1,0
Elias Garcia,0,0,165,125,1.59,27,5.05,50,0.68,14,33,1.4,0,1
Ben Nguyen,67,1,165,125,3.51,40,3.01,59,0.25,33,63,1.0,0,0
Alex Gorgees,0,0,187,155,0.67,32,2.27,38,0.0,0,54,0.0,0,0
Mark Hunt,47,0,177,265,2.81,43,2.9,51,0.51,55,64,0.2,1,0
Yushin Okami,70,1,187,170,2.06,38,2.25,60,1.98,39,84,0.5,0,1
Matthew Lopez,40,0,170,135,3.13,50,3.73,55,3.32,60,71,1.3,0,1
Chad Laprise,67,1,177,170,4.78,42,3.59,65,1.05,54,78,0.0,1,0
Adam Milstead,33,0,190,205,3.85,46,4.79,43,0.0,0,64,0.0,1,0
Chris de la Rocha,33,0,190,250,4.08,45,6.37,43,2.02,30,33,1.0,1,0
Chad Mendes,69,1,167,145,2.78,49,2.35,67,4.13,55,100,0.3,1,0
Cat Zingano,50,0,167,145,2.57,61,1.63,47,2.77,65,42,0.8,0,1
Dustin Ortiz,62,1,165,125,2.94,44,2.17,56,3.01,36,52,0.1,1,0
Te Edwards,0,0,172,155,1.5,41,4.15,44,0.72,100,44,0.0,1,0
TJ Dillashaw,80,1,167,125,5.37,41,3.03,65,1.68,37,86,1.0,1,0
Dennis Bermudez,56,1,167,155,4.42,46,3.07,59,3.89,40,82,1.1,1,0
Bibulatov Magomed,50,0,165,125,3.6,51,1.83,52,2.85,40,75,0.0,1,0
David Teymur,100,1,175,155,4.69,43,3.53,55,0.94,33,77,0.0,0,1
Wuliji Buren,0,0,175,135,1.63,42,2.96,56,3.38,42,71,0.4,1,0
Teruto Ishihara,38,0,170,135,3.26,44,3.63,53,0.5,16,30,0.0,0,1
Austin Arnett,33,0,182,145,4.52,41,6.38,62,0.44,18,57,0.2,1,0
Myles Jury,73,1,177,145,2.94,42,2.16,66,2.16,55,50,0.3,1,0
Cain Velasquez,86,1,185,240,6.37,57,2.33,57,5.13,45,85,0.4,1,0
Carlo Pedersoli Jr.,50,0,180,170,4.17,37,4.12,61,2.91,44,0,0.0,0,1
Michel Prazeres,83,1,167,170,2.44,47,2.49,58,4.11,36,50,0.6,1,0
Zak Ottow,57,1,180,170,2.63,36,2.73,58,0.97,29,57,0.4,1,0
Tim Boetsch,52,1,182,185,2.93,50,2.9,57,1.45,34,59,0.8,1,0
Nicolae Negumereanu,0,0,182,205,0.73,40,4.67,18,0.0,0,40,0.0,1,0
Jordan Rinaldi,50,0,177,145,1.56,35,2.32,59,1.45,35,20,1.2,1,0
Jesus Pinedo,100,1,177,155,3.23,38,4.37,52,2.5,100,100,0.0,0,1
Justin Willis,100,1,185,264,3.37,59,2.57,57,0.96,66,36,0.0,0,1
Eric Shelton,40,0,167,125,2.57,42,1.88,63,2.83,51,46,0.2,1,0
Jessica Aguilar,25,0,160,115,4.93,50,7.19,53,0.94,25,50,0.2,1,0
David Branch,50,0,185,185,1.66,39,1.91,56,2.55,32,43,0.0,1,0
Ross Pearson,48,0,172,155,3.68,40,4.09,62,0.74,35,75,0.0,1,0
Curtis Millender,75,1,187,170,3.86,46,2.95,61,0.43,100,57,0.0,1,0
Wilson Reis,58,1,162,125,1.83,29,3.04,55,5.15,42,47,0.6,0,1
Sultan Aliev,33,0,180,170,1.41,45,2.2,56,1.76,38,100,0.0,1,0
Keita Nakamura,40,0,180,170,2.23,36,3.2,58,1.65,48,63,0.3,0,1
Marcelo Golm,33,0,190,249,4.27,58,4.3,45,0.45,50,87,0.5,1,0
John Lineker,80,1,160,135,5.36,40,4.27,56,0.56,58,67,0.6,1,0
Dmitrii Smoliakov,0,0,187,253,1.44,42,3.81,55,0.0,0,75,0.0,0,0
Jason Gonzalez,33,0,187,155,3.06,39,3.13,58,0.0,0,30,1.0,0,1
Elias Theodorou,80,1,185,185,4.19,42,2.39,53,1.27,28,59,0.0,1,0
Arjan Bhullar,67,1,185,245,2.33,56,3.25,59,1.73,75,100,0.0,1,0
Mitch Gagnon,57,1,165,135,2.76,46,2.21,61,1.16,25,65,1.9,0,1
BJ Penn,46,0,175,155,2.76,48,3.2,56,1.19,55,74,0.5,1,0
Talita Bernardo,33,0,162,135,3.12,42,4.04,55,1.62,22,28,0.5,1,0
Kurt Holobaugh,0,0,180,155,4.51,42,4.28,46,0.97,36,45,0.7,1,0
Desmond Green,50,0,177,155,3.7,46,2.51,69,1.62,50,75,0.0,0,1
Michael Trizano,100,1,180,155,3.02,53,2.11,63,0.4,50,80,0.8,1,0
Patrick Cummins,50,0,187,205,4.26,50,3.35,55,4.49,41,28,0.1,1,0
Duda Santana,0,0,170,145,6.01,39,2.72,73,6.44,60,0,0.0,1,0
Jimi Manuwa,55,1,185,205,3.43,54,3.97,49,0.53,18,70,0.4,1,0
Tonya Evinger,0,0,170,135,1.16,42,4.02,38,0.93,30,33,0.9,1,0
Sung Bin Jo,0,0,182,145,1.4,33,2.67,51,1.0,33,83,1.0,1,0
Nick Hein,57,1,167,155,2.65,35,3.61,59,0.86,33,83,0.0,0,1
Nina Ansaroff,67,1,165,115,4.81,47,3.55,54,0.29,40,77,0.6,1,0
Tatiana Suarez,100,1,165,115,4.82,65,1.45,48,6.47,62,100,0.6,0,1
Allen Crowder,50,0,190,245,2.95,51,2.95,56,1.85,33,100,1.2,1,0
Syuri Kondo,33,0,162,115,5.4,44,7.22,58,0.0,0,83,0.3,1,0
Eric Spicely,33,0,185,185,3.71,45,5.72,55,1.31,20,75,1.0,1,0
Junior Albini,25,0,190,264,3.98,51,6.08,52,1.54,37,100,0.0,1,0
Dan Moret,0,0,182,155,2.67,43,3.56,43,1.25,27,45,0.4,0,1
Luke Rockhold,67,1,190,205,4.18,48,2.43,56,0.67,30,68,1.1,0,1
Gilbert Melendez,17,0,175,145,3.44,33,2.53,63,1.64,41,71,0.2,1,0
Alejandro Perez,70,1,167,145,3.52,35,2.94,64,0.52,20,73,0.1,1,0
Sheymon Moraes,50,0,172,145,3.0,42,3.64,63,0.0,0,53,0.0,1,0
Cezar Ferreira,64,1,185,185,1.9,42,2.44,53,2.69,53,84,0.5,0,1
Nicco Montano,100,1,165,135,5.6,41,4.43,64,2.25,54,69,0.4,0,1
Ryan Hall,100,1,177,145,2.32,43,0.96,75,0.31,16,0,0.9,0,1
Benito Lopez,50,0,177,135,4.49,44,4.8,58,0.0,0,78,0.3,0,0
Jin Soo Son,0,0,167,135,5.1,36,7.63,52,1.5,25,100,0.0,1,0
Olivier Aubin-Mercier,64,1,175,155,2.48,51,2.97,55,2.36,33,70,0.5,0,1
Yoshinori Horie,0,0,172,145,2.76,49,5.65,48,0.0,0,0,0.0,1,0
Erik Koch,44,0,177,170,2.33,42,2.82,47,1.02,42,81,1.0,0,1
Sarah Frota,0,0,167,125,4.52,52,2.57,55,0.0,0,53,0.0,0,1
Kyle Stewart,0,0,182,170,1.41,35,2.42,43,1.32,20,60,0.0,1,0
Cristiane Justino,83,1,172,145,7.28,52,2.25,64,0.66,55,94,0.4,1,0
Joaquim Silva,80,1,172,155,3.92,37,4.43,56,0.24,50,64,0.7,0,1
Salim Touahri,0,0,177,170,2.6,46,2.87,58,0.0,0,83,0.0,1,0
Hannah Goldy,0,0,162,125,6.53,46,3.9,55,0.0,0,66,0.0,1,0
Liz Carmouche,56,1,167,125,2.78,54,2.51,61,2.57,51,65,0.3,1,0
Bobby Moffett,0,0,177,145,3.41,39,3.15,61,2.74,66,66,1.4,1,0
Humberto Bandenay,33,0,180,145,2.22,41,4.79,41,2.9,46,62,0.5,0,1
Jodie Esquibel,0,0,154,115,4.1,31,7.37,52,0.75,21,83,0.0,1,0
Andre Soukhamthath,33,0,175,135,2.77,44,4.31,49,1.25,53,58,0.2,1,0
Damir Ismagulov,100,1,175,155,3.76,43,1.87,69,1.67,31,100,0.0,1,0
Derrick Krantz,0,0,177,170,2.07,37,4.03,50,3.18,50,0,0.8,1,0
Nordine Taleb,64,1,185,170,3.66,51,2.62,66,1.94,76,73,0.0,1,0
Don Madge,100,1,182,155,2.08,52,0.74,67,2.22,25,80,0.7,0,1
Mairbek Taisumov,88,1,175,155,2.98,39,3.03,64,1.34,63,88,0.0,1,0
Shamil Abdurakhimov,71,1,190,235,2.45,44,2.45,58,1.23,24,47,0.2,1,0
Teemu Packalen,33,0,185,155,2.57,54,3.91,47,2.31,25,100,1.5,1,0
Brad Katona,67,1,167,135,3.33,51,2.98,57,1.25,22,47,0.0,1,0
Chas Skelly,60,1,180,145,2.02,40,3.35,48,1.71,34,33,2.4,1,0
Kyle Prepolec,0,0,177,170,3.2,34,4.7,54,0.0,0,40,0.0,0,1
Todd Duffee,60,1,190,260,5.93,37,2.87,56,0.72,25,90,0.0,1,0
Tristan Connelly,0,0,177,170,4.27,51,2.13,57,0.0,0,60,1.0,1,0
Ryan MacDonald,0,0,180,135,2.28,29,6.49,45,0.0,0,0,0.0,0,0
Martin Bravo,33,0,172,145,7.66,39,5.72,51,2.6,35,85,0.0,0,1
Sergio Pettis,62,1,167,125,3.88,37,2.91,65,0.85,40,67,0.4,1,0
Marco Polo Reyes,57,1,180,155,6.0,37,5.52,59,0.0,0,46,0.0,1,0
Claudio Puelles,50,0,180,155,1.95,44,3.73,50,3.06,36,0,1.3,0,1
Marcos Mariano,0,0,185,155,0.25,27,2.11,43,0.0,0,28,0.0,0,0
Carlos Huachin,0,0,162,135,2.1,21,4.8,50,0.0,0,66,0.0,0,1
Steven Peterson,25,0,177,145,4.65,35,5.89,56,2.02,28,75,0.4,1,0
Ariane Carnelossi,0,0,157,115,6.03,38,7.71,50,0.0,0,0,0.0,1,0
Alen Amedovski,0,0,177,185,0.52,28,3.14,37,0.0,0,0,0.0,1,0
Gunnar Nelson,67,1,180,170,1.71,57,3.33,49,1.72,55,66,0.9,0,0
Siyar Bahadurzada,57,1,180,170,2.91,40,3.23,49,1.32,61,62,0.3,1,0
Brandon Davis,33,0,177,135,4.65,35,4.33,60,0.71,45,56,0.1,1,0
Nohelin Hernandez,0,0,177,135,1.32,34,2.63,52,0.71,50,37,0.0,1,0
Danilo Belluardo,0,0,182,155,1.52,61,4.79,41,3.5,100,50,0.0,0,1
Rostem Akman,0,0,177,170,1.8,25,3.97,57,1.0,40,87,0.0,0,0
Luke Jumeau,67,1,180,170,2.93,43,3.17,58,0.25,100,86,0.0,1,0
Nadia Kassem,50,0,165,125,3.13,41,4.48,48,0.46,33,40,2.8,0,1
Al Iaquinta,69,1,177,155,4.06,40,4.44,61,0.64,18,74,0.2,1,0
Hector Aldana,0,0,180,170,3.59,38,5.08,59,0.93,100,0,0.0,1,0
Thomas Gifford,0,0,185,155,3.97,37,6.45,37,0.5,33,33,0.0,1,0
Kron Gracie,100,1,175,145,5.15,41,8.13,53,0.88,25,0,0.9,0,1
James Vick,69,1,190,155,4.13,39,3.31,60,0.26,33,57,0.7,1,0
Lauren Mueller,33,0,165,125,4.08,41,3.77,58,0.7,50,71,0.0,1,0
Kyle Bochniak,33,0,170,145,2.63,31,5.11,58,1.14,15,62,0.0,1,0
Boston Salmon,0,0,175,135,4.13,37,7.75,59,0.0,0,100,0.0,0,1
Manny Bermudez,75,1,177,145,2.92,61,2.68,46,3.06,54,0,3.1,1,0
Joe Lauzon,54,1,177,155,2.84,39,5.39,54,2.39,45,54,2.0,1,0
Yair Rodriguez,78,1,180,145,4.33,45,3.13,57,0.9,29,63,0.9,1,0
Daniel Spitz,33,0,200,245,2.6,35,5.3,46,0.74,66,0,0.0,1,0
Stevie Ray,60,1,177,155,3.73,44,2.93,54,0.75,46,55,0.6,0,1
Ben Askren,50,0,180,170,3.64,49,5.66,36,4.33,55,0,0.9,1,0
Aleksandra Albu,67,1,157,115,4.83,47,5.56,38,2.27,50,77,0.4,1,0
Sergei Pavlovich,50,0,190,257,6.55,52,4.59,44,0.0,0,50,0.0,0,1
Alex White,44,0,182,155,3.76,42,3.07,60,0.92,28,71,0.5,0,1
Nate Diaz,62,1,182,170,4.62,45,3.78,53,1.19,30,42,1.4,0,1
Chance Rencountre,67,1,187,170,1.1,20,3.62,49,1.35,26,16,0.3,0,1
Gregor Gillespie,100,1,170,155,3.58,49,2.14,60,7.02,47,0,0.9,1,0
Julio Arce,75,1,170,145,4.25,36,2.87,67,0.58,30,93,0.6,0,1
Roman Kopylov,0,0,182,185,2.64,38,3.07,63,0.0,0,66,0.0,0,1
Abubakar Nurmagomedov,0,0,180,170,1.41,44,0.71,81,5.29,100,0,0.0,1,0
Rustam Khabilov,75,1,172,155,1.98,34,2.16,65,3.95,41,61,0.1,1,0
Shamil Gamzatov,0,0,187,205,4.27,46,2.13,58,0.0,0,50,0.0,1,0
Danny Roberts,56,1,185,170,3.41,44,3.08,55,0.18,6,53,0.4,0,1
Sergey Khandozhko,100,1,185,170,2.83,42,1.7,60,0.5,16,64,0.0,1,0
Grigory Popov,0,0,170,135,3.63,37,4.2,55,0.0,0,45,0.0,0,0
Zabit Magomedsharipov,100,1,185,145,4.89,48,3.0,64,5.22,56,77,0.8,1,0
Sergio Moraes,62,1,182,170,2.42,42,3.73,59,1.2,38,75,0.4,1,0
Renan Barao,56,1,167,145,3.78,36,3.9,57,1.49,41,91,0.5,1,0
Isabela de Padua,0,0,160,125,1.0,35,2.07,50,2.0,66,0,1.0,1,0
Trevor Smith,45,0,190,185,3.29,55,3.31,51,1.7,32,60,0.7,1,0
Matt Sayles,50,0,170,145,5.44,42,3.13,61,0.0,0,81,0.4,1,0
Aspen Ladd,75,1,167,135,5.22,55,4.84,46,2.45,75,66,1.2,1,0
Thiago Alves,58,1,175,170,3.73,41,3.42,62,0.71,60,63,0.3,1,0
Urijah Faber,65,1,167,135,2.65,40,2.59,64,1.54,30,58,0.8,1,0
Ben Saunders,50,0,187,170,3.23,50,3.58,51,0.2,40,66,1.3,1,0
Daniel Teymur,25,0,165,145,3.08,46,3.93,56,0.56,18,60,0.3,1,0
Pingyuan Liu,67,1,167,135,2.36,33,2.99,54,0.25,20,56,1.0,1,0
Dooho Choi,60,1,177,145,5.32,51,6.38,53,0.41,20,50,0.0,1,0
Kyung Ho Kang,62,1,175,135,2.52,44,2.43,58,2.53,59,71,1.1,1,0
Suman Mokhtarian,0,0,172,145,2.21,43,6.85,48,0.0,0,0,0.0,1,0
Dong Hyun Ma,43,0,180,155,2.84,41,4.1,54,1.27,53,33,0.0,1,0
Sodiq Yusuff,100,1,175,145,6.1,49,4.06,58,0.0,0,72,0.3,1,0
Lucie Pudilova,33,0,172,125,4.15,36,4.09,52,0.16,12,61,0.6,1,0
Darko Stosic,33,0,182,205,2.61,45,4.04,58,3.42,50,83,0.0,1,0
Felipe Colares,50,0,172,135,1.13,42,3.0,32,2.0,25,34,1.0,1,0
Lina Lansberg,57,1,170,135,2.76,57,3.7,44,0.71,33,50,0.1,1,0
Arnold Allen,100,1,172,145,3.19,41,2.0,67,1.36,52,76,0.5,0,1
Ilir Latifi,58,1,177,205,2.01,40,2.84,56,2.02,32,100,0.4,1,0
Domingo Pilarte,0,0,182,135,2.04,50,3.69,42,2.0,42,75,1.3,0,1
Jon Jones,90,1,193,205,4.3,57,2.22,64,1.85,44,95,0.4,1,0
Juan Adams,33,0,195,265,7.09,55,4.06,34,0.91,66,57,0.0,1,0
Corey Anderson,71,1,190,205,4.43,46,2.22,59,4.89,50,83,0.0,1,0
Yancy Medeiros,46,0,177,155,4.05,35,5.38,46,0.12,25,76,0.5,1,0
Kazula Vargas,0,0,172,155,1.84,49,1.16,54,0.79,33,25,0.0,0,1
Shanna Young,0,0,170,135,3.05,57,5.28,45,0.0,0,54,0.0,1,0
Karolina Kowalkiewicz,50,0,160,115,5.27,39,5.65,56,0.1,12,75,0.1,1,0
Ben Sosoli,0,0,182,265,2.31,31,4.3,47,0.0,0,0,0.0,0,1
Priscila Cachoeira,0,0,170,135,3.84,37,7.93,42,0.0,0,69,0.0,1,0
Callan Potter,50,0,182,170,3.18,50,4.72,58,3.29,66,100,0.0,1,0
Michal Oleksiejczuk,50,0,182,205,4.83,56,2.91,69,1.05,66,35,0.0,0,1
Emil Meek,33,0,180,170,2.52,39,2.53,38,0.25,33,47,1.0,0,0
Magomed Mustafaev,75,1,172,155,2.59,58,2.68,41,3.31,50,23,0.4,1,0
Steve Garcia,0,0,182,155,4.31,55,2.52,36,0.61,25,100,0.6,0,1
Ismail Naurdiev,67,1,177,170,3.17,52,1.3,68,1.25,71,70,0.2,1,0
Gabriel Silva,0,0,167,135,1.3,34,3.47,45,1.5,25,38,0.5,1,0
Zarah Fairn,0,0,172,145,1.98,45,6.61,39,0.0,0,50,0.0,1,0
Batgerel Danaa,0,0,170,135,5.66,38,2.61,58,0.0,0,57,0.0,1,0
Mark Madsen,100,1,172,155,2.28,42,2.53,46,8.33,64,0,0.0,1,0
Guido Cannetti,40,0,167,135,2.85,51,2.17,50,2.64,50,75,0.3,0,1
Drakkar Klose,83,1,175,155,3.89,53,3.64,53,1.56,30,68,0.0,1,0
Saparbeg Safarov,33,0,185,185,4.03,48,2.96,47,2.52,41,33,0.0,1,0
Yoel Romero,75,1,182,185,3.44,49,3.05,60,1.57,30,78,0.0,0,1
Joanna Jedrzejczyk,77,1,167,115,6.3,48,3.08,64,0.28,62,81,0.1,1,0
Zhang Weili,100,1,162,115,6.38,45,4.43,53,1.26,23,100,0.5,0,0
Kevin Lee,69,1,175,170,3.9,42,3.23,51,3.21,43,75,0.8,1,0
Veronica Macedo,25,0,162,125,3.13,39,5.06,43,0.57,18,46,0.6,0,1
Aleksei Kunchenko,67,1,172,170,3.67,44,2.83,63,0.25,33,80,0.0,1,0
Damir Hadzovic,50,0,175,155,2.99,46,2.99,66,0.68,60,39,0.2,1,0
Enrique Barzola,67,1,170,145,3.91,41,2.97,68,4.2,45,66,0.3,1,0
